"Binomial","Genus","Species","FBname","SpecCode","SpeciesRefNo","LongevityWild","LongevityCaptive","Length","LTypeMaxM","LengthFemale","LTypeMaxF","CommonLength","LTypeComM","CommonLengthF","LTypeComF","Weight","WeightFemale","MaxWeightRef","Median_T","lcl_T","ucl_T","n_T","Herbivory2","DietTroph","DietSeTroph","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","Troph","seTroph","TrophObserved","MaxLength_TLonly","TrophCategorical"
"Apristurus_profundorum","Apristurus","profundorum","Deep-water catshark","779",244,NA,NA,54.2000007629395,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.95,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.95000004768372,0.569999992847443,TRUE,"54.2000007629395","carnivore"
"Apristurus_riveri","Apristurus","riveri","Broadgill catshark","780",244,NA,NA,46,"TL","41","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83999991416931,0.419999986886978,FALSE,"46","carnivore"
"Aptocyclus_ventricosus","Aptocyclus","ventricosus","Smooth lumpsucker","4177",2850,NA,NA,41,"TL",NA,NA,NA,NA,NA,NA,2300,NA,56527,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","58178",3.69,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.69000005722046,0.379999995231628,TRUE,"41","carnivore"
"Arctogadus_glacialis","Arctogadus","glacialis","Arctic cod","1872",1371,NA,NA,32.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.21,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.21000003814697,0.349999994039536,TRUE,"32.5","carnivore"
"Arctozenus_risso","Arctozenus","risso","Spotted barracudina","6977",4473,NA,NA,30,"SL",NA,NA,"25","SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.22,NA,"Troph of adults from 1 study.","41668",3.69,0.58,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.94000005722046,0.670000016689301,FALSE,"31.9515001773834","carnivore"
"Argentina_silus","Argentina","silus","Greater argentine","2700",4773,35,NA,70,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09999990463257,5.5,7.90000009536743,20,"mainly animals (troph. 2.8 and up)",3.32,0.3,"Troph of adults from 2 studies.","37512",3.63,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.3199999332428,0.300000011920929,TRUE,"81.0291993618011","carnivore"
"Argentina_striata","Argentina","striata","Striated argentine","2701",7251,NA,NA,24,"TL",NA,NA,"15","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,"NA",NA,3.38000011444092,0.439999997615814,FALSE,"24","carnivore"
"Argyropelecus_aculeatus","Argyropelecus","aculeatus","Lovely hatchetfish","130",4054,NA,NA,8.30000019073486,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.67,0.17,"Troph of juv./adults from 1 study.","13803",3.71,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.67000007629395,0.170000001788139,TRUE,"9.73573381623839","carnivore"
"Argyropelecus_affinis","Argyropelecus","affinis","Pacific hatchet fish","40",4462,NA,NA,8.39999961853027,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60000002384186,NA,NA,1,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.09,0.19,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.08999991416931,0.189999997615814,TRUE,"9.84883144474793","carnivore"
"Argyropelecus_gigas","Argyropelecus","gigas","Hatchetfish","2082",4462,NA,NA,12,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,"NA",NA,3.11999988555908,0.170000001788139,FALSE,"13.9302005767822","carnivore"
"Argyropelecus_hemigymnus","Argyropelecus","hemigymnus","Half-naked hatchetfish","6968",5168,1,NA,5.09999990463257,"TL",NA,NA,NA,NA,NA,NA,1.39999997615814,NA,96016,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","13803",3.06,0.14,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.05999994277954,0.140000000596046,TRUE,"5.09999990463257","carnivore"
"Argyropelecus_olfersii","Argyropelecus","olfersii",NA,"5097",4462,NA,NA,9,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.36,0.41,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.35999989509583,0.409999996423721,TRUE,"9","carnivore"
"Argyropelecus_sladeni","Argyropelecus","sladeni","Sladen's hatchet fish","7392",4462,NA,NA,7,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.05,0.16,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.04999995231628,0.159999996423721,TRUE,"7","carnivore"
"Ariomma_bondi","Ariomma","bondi","Silver-rag driftfish","961",7251,NA,NA,30,"TL",NA,NA,"23","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.5,0.5,TRUE,"30","carnivore"
"Ariomma_melanum","Ariomma","melanum","Brown driftfish","3916",7347,NA,NA,30,"TL",NA,NA,"25","SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.5,0.5,TRUE,"30","carnivore"
"Aristostomias_scintillans","Aristostomias","scintillans","Shiny loosejaw","11577",2850,7,NA,23,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70000004768372,NA,NA,1,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.5,0.5,TRUE,"23","carnivore"
"Aristostomias_tittmanni","Aristostomias","tittmanni","Loosejaw","11809",6684,NA,NA,21.5,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.2,0.73,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.19999980926514,0.730000019073486,TRUE,NA,"carnivore"
"Artediellus_atlanticus","Artediellus","atlanticus","Atlantic hookear sculpin","4041",4698,NA,NA,15,"SL","10.600000381469727","SL","10.5","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.57,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.5699999332428,0.379999995231628,TRUE,"19.3274992704391","carnivore"
"Artediellus_scaber","Artediellus","scaber","Hamecon","4042",4698,NA,NA,8.39999961853027,"TL",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.35,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.34999990463257,0.379999995231628,TRUE,"8.39999961853027","carnivore"
"Artediellus_uncinatus","Artediellus","uncinatus","Arctic hookear sculpin","4043",4698,NA,NA,10,"TL","7.800000190734863","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.5,0.37,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.5,0.370000004768372,TRUE,"10","carnivore"
"Artedius_fenestralis","Artedius","fenestralis","Padded sculpin","4046",2850,NA,NA,14,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.03,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.03000020980835,0.699999988079071,TRUE,"14","carnivore"
"Artedius_harringtoni","Artedius","harringtoni","Scalyhead sculpin","4047",2850,NA,NA,10,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.41,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.41000008583069,0.519999980926514,TRUE,"10","carnivore"
"Artedius_lateralis","Artedius","lateralis","Smoothhead sculpin","4048",2850,NA,NA,14,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.7,0.4,"Troph of juv./adults from 1 study.","58686",3.061,0.26,"Tentative trophic level derived from 1 + troph of a single food item","12671",3.70000004768372,0.400000005960464,TRUE,"14","carnivore"
"Ascelichthys_rhodorus","Ascelichthys","rhodorus","Rosylip sculpin","4051",2850,NA,NA,15,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36999988555908,0.509999990463257,FALSE,"15","carnivore"
"Asemichthys_taylori","Asemichthys","taylori","Spinynose sculpin","4052",43939,NA,NA,7.59999990463257,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,0.490000009536743,FALSE,"7.59999990463257","carnivore"
"Aspidophoroides_monopterygius","Aspidophoroides","monopterygius","Alligatorfish","4157",7251,NA,NA,22,"TL",NA,NA,"14.199999809265137","TL",NA,NA,NA,NA,NA,4.80000019073486,NA,NA,2,"mainly animals (troph. 2.8 and up)",3,NA,"Troph of adults from 1 study.","37512",3.5,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.29999995231628,0.129999995231628,FALSE,"22","carnivore"
"Aspidophoroides_olrikii","Aspidophoroides","olrikii","Arctic alligatorfish","4158",4700,NA,NA,8.60000038146973,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.32,0.54,"Troph of juv./adults.","118384",3.25,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.3199999332428,0.540000021457672,TRUE,"8.60000038146973","carnivore"
"Astronesthes_niger","Astronesthes","niger",NA,"5044",4465,NA,NA,16,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.78,0.62,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.77999997138977,0.620000004768372,TRUE,NA,"carnivore"
"Atheresthes_stomias","Atheresthes","stomias","Arrow-tooth flounder","517",2850,23,NA,84,"TL",NA,NA,"50","TL",NA,NA,8600,NA,56527,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",4.17,0.272,"Troph of juv./adults from 5 studies.","30520",4.05,0.72,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.17000007629395,0.272000014781952,TRUE,"84","carnivore"
"Aulorhynchus_flavidus","Aulorhynchus","flavidus","Tube-snout","3270",2850,9,NA,18,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09999990463257,NA,NA,1,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.39000010490417,0.4158,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.39000010490417,0.415800005197525,TRUE,"18","carnivore"
"Avocettina_infans","Avocettina","infans","Avocet snipe eel","5099",4456,NA,NA,80,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.5,0.5,TRUE,"80","carnivore"
"Bajacalifornia_megalops","Bajacalifornia","megalops","Bigeye smooth-head","10003",4736,NA,NA,40,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,"NA",NA,3.53999996185303,0.529999971389771,FALSE,"42.7167987823486","carnivore"
"Barathrites_parri","Barathrites","parri",NA,"54227",34024,NA,NA,27.5,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55999994277954,0.589999973773956,FALSE,NA,"carnivore"
"Barbourisia_rufa","Barbourisia","rufa","Velvet whalefish","4318",4500,NA,NA,39,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.3,0.41,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.29999995231628,0.409999996423721,TRUE,"39","carnivore"
"Bassogigas_gillii","Bassogigas","gillii",NA,"22808",86400,NA,NA,85,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74000000953674,0.620000004768372,FALSE,"85","carnivore"
"Bathophilus_flemingi","Bathophilus","flemingi","Highfin dragonfish","11568",2850,NA,NA,16,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.5,0.5,TRUE,"16","carnivore"
"Bathophilus_vaillanti","Bathophilus","vaillanti",NA,"11729",4740,NA,NA,18,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42999982833862,0.75,FALSE,NA,"carnivore"
"Bathyagonus_alascanus","Bathyagonus","alascanus","Gray starsnout","4159",2850,NA,NA,13,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19000005722046,0.349999994039536,FALSE,"13","carnivore"
"Bathyagonus_infraspinatus","Bathyagonus","infraspinatus","Spinycheek starsnout","4160",2850,NA,NA,12,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1800000667572,0.349999994039536,FALSE,"12","carnivore"
"Bathyagonus_nigripinnis","Bathyagonus","nigripinnis","Blackfin poacher","4161",28197,9,NA,24.2000007629395,"TL",NA,NA,"20","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,0.360000014305115,FALSE,"24.2000007629395","carnivore"
"Bathyagonus_pentacanthus","Bathyagonus","pentacanthus","Bigeye poacher","4162",28197,NA,NA,23,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24000000953674,0.360000014305115,FALSE,"23","carnivore"
"Bathylagichthys_greyae","Bathylagichthys","greyae","Grey's deepsea smelt","9118",4459,NA,NA,16,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.4,0.45,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.40000009536743,0.449999988079071,TRUE,"17.777759552002","carnivore"
"Bathylagus_euryops","Bathylagus","euryops","Goiter blacksmelt","11833",6345,NA,NA,13,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plants/detritus+animals (troph. 2.2-2.79)",NA,NA,"NA","NA",3.34,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.33999991416931,0.379999995231628,TRUE,"13","carnivore"
"Bathylagus_pacificus","Bathylagus","pacificus","Slender blacksmelt","22679",559,NA,NA,25,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.80000019073486,NA,NA,1,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.27,0.42,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.26999998092651,0.419999986886978,TRUE,"27.4472504854202","carnivore"
"Bathylychnops_exilis","Bathylychnops","exilis","Javelin spookfish","9119",6542,NA,NA,58,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11999988555908,0.140000000596046,FALSE,NA,"carnivore"
"Bathymaster_caeruleofasciatus","Bathymaster","caeruleofasciatus","Alaskan ronquil","3690",2850,NA,NA,30,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70000004768372,0.259999990463257,FALSE,"30","carnivore"
"Bathymaster_signatus","Bathymaster","signatus","Searcher","3692",2850,9,NA,38,"TL",NA,NA,"30","TL",NA,NA,370,NA,31682,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.76,0.28,"Troph of juv./adults from 1 study.","31682",3.41,0.49,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.75999999046326,0.280000001192093,TRUE,"38","carnivore"
"Bathypterois_dubius","Bathypterois","dubius","Spiderfish","9133",3590,NA,NA,20.5,"SL","20.399999618530273","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","47246",3.37,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.36999988555908,0.449999988079071,TRUE,NA,"carnivore"
"Bathypterois_phenax","Bathypterois","phenax","Blackfin spiderfish","9143",3590,NA,NA,18,"SL",NA,NA,"16","SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.4,0.45,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.40000009536743,0.449999988079071,TRUE,NA,"carnivore"
"Bathypterois_quadrifilis","Bathypterois","quadrifilis",NA,"9147",3590,NA,NA,18,"SL",NA,NA,"14","SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40000009536743,0.439999997615814,FALSE,"21.4182007312775","carnivore"
"Bathypterois_viridensis","Bathypterois","viridensis",NA,"9148",3590,NA,NA,22.2000007629395,"SL",NA,NA,"19","SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4300000667572,0.449999988079071,FALSE,NA,"carnivore"
"Bathyraja_abyssicola","Bathyraja","abyssicola","Deep-sea skate","22552",27314,NA,NA,157,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13000011444092,0.740000009536743,FALSE,"157","carnivore"
"Bathyraja_interrupta","Bathyraja","interrupta","Sandpaper skate","2559",27314,NA,NA,86,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.44,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.44000005722046,0.46000000834465,TRUE,"86","carnivore"
"Bathyraja_richardsoni","Bathyraja","richardsoni","Richardson's ray","9252",27314,NA,NA,175,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.02,0.69,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.01999998092651,0.689999997615814,TRUE,"175","carnivore"
"Bathyraja_spinicauda","Bathyraja","spinicauda","Spinytail skate","2569",27314,NA,NA,170,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",4.41,0.62,"Troph of juv./adults from 1 study.","NA",3.87,0.61,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.40999984741211,0.620000004768372,TRUE,"170","carnivore"
"Bathyraja_trachura","Bathyraja","trachura","Roughtail skate","2571",27314,20,NA,91,"TL",NA,NA,NA,NA,NA,NA,5000,NA,87722,12.1999998092651,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99000000953674,0.720000028610229,FALSE,"91","carnivore"
"Bathysaurus_ferox","Bathysaurus","ferox","Deep-sea lizardfish","11841",4472,NA,NA,64,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.34000015258789,0.6884,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.34000015258789,0.688399970531464,TRUE,NA,"carnivore"
"Benthalbella_dentata","Benthalbella","dentata","Northern pearleye","2730",2850,NA,NA,26.2000007629395,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.5,0.8,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.5,0.800000011920929,TRUE,"26.2000007629395","carnivore"
"Benthalbella_linguidens","Benthalbella","linguidens","Longfin pearleye","25299",11980,NA,NA,7.82000017166138,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.77,0.58,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.76999998092651,0.579999983310699,TRUE,NA,"carnivore"
"Benthodesmus_pacificus","Benthodesmus","pacificus","North-Pacific frostfish","8550",6181,NA,NA,112,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23000001907349,0.720000028610229,FALSE,NA,"carnivore"
"Benthodesmus_simonyi","Benthodesmus","simonyi","Simony's frostfish","8553",6181,NA,NA,130,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,"NA",NA,4.26999998092651,0.730000019073486,FALSE,NA,"carnivore"
"Benthosema_glaciale","Benthosema","glaciale","Glacier lantern fish","21",3397,8,NA,10.3000001907349,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.14,0.29,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.14000010490417,0.28999999165535,TRUE,NA,"carnivore"
"Benthosema_suborbitale","Benthosema","suborbitale","Smallfin lanternfish","6589",4479,0.899999976158142,NA,3.90000009536743,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.4,0.45,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.40000009536743,0.449999988079071,TRUE,"4.72531801096153","carnivore"
"Beryx_decadactylus","Beryx","decadactylus","Alfonsino","1319",7413,NA,NA,100,"TL",NA,NA,"35","TL",NA,NA,2500,NA,9833,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.13,0.76,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.13000011444092,0.759999990463257,TRUE,"100","carnivore"
